خبر فوری همین که خبری‌ در راه است,хабари фаврӣ ҳамин ки хабаре дар роҳ аст
بيائيد در آنجا منطقۀ نهم فدرال‌را تاسيس دهيم,биёед дар он ҷо минтақаи нуҳуми федеролиро таъсис медиҳем
در بيشکک روشايلو‌را رئيس تعيين می‌کنيم و اين منطقه منطقۀ آسيای مرکزی فدراسيون روسيه می‌شود,дар бишкек рушайлоро раис таъйин мекунем ва ин минтақа минтақаи осиёимарказии федеросюни русия мешавад
با همين راه مشکلات‌را حل می‌کنيم – هم نيروی کاری هم ميوه‌ها و گوشت خواهيم داشت و هم آنجا هيچ بيماری باقی نخواهد ماند,бо ҳамин роҳ мушкилотро ҳал мекунем – ҳам нерӯи корӣ ҳам ҳамаи меваҳо гӯшт дар мо хоҳад буд ва ҳам он ҷо ягон бемор боқӣ нахоҳад монд
يعنی يک سياستمدار روسيه برای خودش نقشۀ تازه ای‌را ترسيم کرده است و تاجيکستان ما‌را در حاشيۀ آن قرار داده که مرکز آن ظاهراً بيشکک خواهد بود؛ با رئيسی که از پيش تعيينش کرده,яъне як сиёсатмадори русия барои худаш нақшаи тозаеро тарсим кардааст ва тоҷикистони моро дар ҳошияи он қарор дода ки маркази он зоҳиран бишкек хоҳад буд бо раисе ки аз пеш таъйинаш карда
چشم طمع به ميوه‌ها و گوشت ما دوخته و توهين هم روا می‌بيند که همانا منطقۀ ما منشا بيماری هاست,чашми тамаъ ба меваҳову гӯшти мо дӯхта ва тавҳин ҳам раво мебинад ки ҳамоно минтақаи мо маншаъи бемориҳост
نه اين خنده دار نيست,на ин хандадор нест
مصيبت بی خانمانی است که به يک مرد بی بصيرت اجازه می‌دهد که در يک رسانۀ روسی اين گونه طبل رسوايی ما‌را بکوبد,мусибати бехонумонӣ аст ки ба як марди бебасират иҷоза медиҳад ки дар як расонаи русӣ ин гуна табли расвоии моро бикӯбад
ژیرینوفسکی از شيوۀ تهديد و تحبيب کار می‌گيرد و می‌گويد,жириновский аз шеваи таҳдиду таҳбиб кор мегираду мегӯяд
بيائيد قطار دوشنبه مسکو‌را بازداريم راه‌های هوايی‌را ببنديم,биёед қатори душанбе-маскавро боздорем роҳҳои ҳавоиро бибандем
صادرات واردات همه گونه مواد غذايی از تاجيکستان‌را منع کنيم,содироти ҳама гуна маводди ғизоӣ аз тоҷикистонро манъ кунем
همۀ تماس ها‌را برای يکی دو ماه قطع کنيم,ҳама тамосҳоро барои моҳ қатъ кунем
وقتی پوليومليت تمام شد آن گاه باز راه ها‌را باز می‌کنيم,вақте полиомелит тамом шуд он гоҳ боз роҳҳоро боз мекунем
آيا هيچ دولت باشخصيتی چنين توهين‌را تاب خواهد آورد,оё ҳеч давлати бошахсияте чунин тавҳинро тоб хоҳад овард
ژیرینوفسکی يک چهرۀ سياسی روسيه است که بايد پاسخگوی گفته‌ها و کرده‌های خود باشد,жириновский як чеҳраи сиёсии русия аст ки бояд посухгӯи гуфтаҳову кардаҳои худ бошад
او بی پروا حق حاکميت کشور ما‌را زير سؤال برده است,ӯ бепарво ҳаққи ҳокимияти кишвари моро зери суол бурдааст
آيا به اين هم بايد چشم پوشيد,оё ба ин ҳам бояд чашм пӯшид
آخر اين چشم پوشی‌ها زندگی ما‌را شبستانی کرده است بی انتها,охир ин чашмпӯшиҳо зиндагии моро шабистоне кардааст беинтиҳо
يک دولت آينده نگر بايد راه‌های تازه ای برای رهايی از اين تنگنای کفتارنشين می‌جست و می‌يافت,як давлати оянданигар бояд роҳҳои тозаеро барои раҳоӣ аз ин тангнои кафторнишин меҷусту меёфт
کرۀ زمين به برکت پروردگار گرد است و کار‌را برای هر دولتی ساده تر کرده,кураи замин ба баракати парвардигор гирд аст ва корро барои ҳар давлате содатар карда
آيا برای درک بدسگالی هم نشينان پيشين سال بسنده نبود,оё барои дарки бадсиголии ҳамнишинони пешин сол басанда набуд
آيا سال برای يافتن معبری ديگر مدت زيادی نيست,оё сол барои ёфтани маъбаре дигар муддати зиёде нест
اسفناک است وقتی می‌بينی که جامعه ای با اين همه دردسر سرگرم مسايلی چون چندهمسری و روسری است,асафнок аст вақте мебинӣ ки ҷомеъае бо ин ҳама дардисар саргарми масоиле чун чандҳамсарӣ ва рӯсарист
بی راهنمايی است که جامعه‌را به بی راهه می‌برد,бероҳнамоист ки ҷомеъаро ба бероҳа меронад
اين همه حسرت‌را پذيرفتيم اما حسرت تاجيک بودن‌را به هيچ روی نمی توان پذيرفت,ин ҳама ҳасратро пазируфтем аммо ҳасрати тоҷик буданро ба ҳеч рӯй наметавон пазируфт
حتا ما از توانايی پذيرش آن عاجزيم,ҳатто мо аз тавоноии пазириши он оҷизем
تاجيکان دولت خود‌را می‌خواهند؛ دولتی توانمند و دارای اصول که بتواند در برابر حرف زور قد علم کند,тоҷикон давлати худро мехоҳанд давлати тавонманду дорои усул ки битавонад дар баробари ҳарфи зӯр қад алам кунад
