حوادث روزهای آخر در ایران تمام جهان‌را به خود جلب نموده,ҳаводиси рӯзҳои охар дар эрон тамоми ҷаҳонро ба худ ҷалб намуда
این روند به کاهش نفوذ زبان روسی در تاجیکستان و بلند برداشتن مقام زبان دولتی یا خود به جایگاه قانونی خود رسیدن زبان دولتی زبان ملی مساعدت نمی نماید بلکه نفوذ زبان روسی‌را بیشتر می‌نماید,ин раванд ба коҳиши нуфузи забони русӣ дар тоҷикистон ва баланд бардоштани мақоми забони давлатӣ ё худ ба ҷойгоҳи қонунии худ расидани забони давлатӣ забони миллӣ мусоидат наменамояд балки нуфузи забони русиро бештар менамояд
برخی از صاحبنظران بر اینند که گذشتن به حروف فارسی مردم تاجیکستان‌را بی سواد می‌نماید,бархе аз соҳибназарон бар инанд ки гузаштан ба ҳуруфи форсӣ мардуми тоҷикистонро бе савод менамояд
به گفت ایشان آموزش دبیرۀ فارسی مشکلی زیادی دارد و برای به این خط درست نوشتن دانش زبان عربی واجب است و در آن صورت وزارت آموزش و پرورش می‌باید زبان عربی‌را در مکاتب تاجیکستان جاری نماید,ба гуфти эшон омузиши дабираи форсӣ мушкили зиёде дорад ва барои ба ин хат дуруст навиштан дониши забони арабӣ воҷиб аст ва дар он сурат вазорати омузишу парвариш мебояд забони арабиро дар макотиби тоҷикистон ҷорӣ намояд
بدون شک دانش زبان عربی به برتری زبان فارسی یا خود تاجیکی کمک می‌نماید درست مثل دانش زبان لاتینی برای دانندۀ زبان انگلیسی ولی به هیچ وجه واجب نیست,бидуни шак дониши забони арабӣ ба бартарии забони форсӣ ё худ тоҷикӣ кумак менамояд дуруст мисли дониши забони лотинӣ барои донандаи забони инглисӣ вале ба ҳеч ваҷҳ воҷиб нест
نوشتن با خط فارسی هیچ مشکلی ندارد و از نوشتن به عنوان مثال با زبان انگلیسی و هم روسی دشوارتر نیست,навиштан бо хати сирилик ҳеч мушкилӣ надорад ва аз навиштан ба унвони мисол бо забони инглисӣ ва ҳам русӣ душвортар нест
وقتی یک شخص به شکل معمولی از این دبیره می‌خواند به اصطلاح چشم عادت می‌کند,вақте як шахс ба шакли маъмулӣ аз ин дабира мехонад ба истилоҳ чашм одат мекунад
دانشمندان روس اروپایی و آمریکایی ادبیات فارس همه بلدند با این خط نویسند و بخوانند در حالی که تقریباً هیچ کدامی از آن‌ها زبان عربی ناموخته اند,донишмандони рус урупоӣ ва омрикоии адабиёти форс ҳама баладанд бо ин хат нависанду бихонанд дар ҳоле ки тақрибан ҳеч кадоме аз онҳо забони арабӣ номухтаанд
نظر دیگر این است که برای اقتسادیات امروزی تاجیکستان تغییر دادن خط مشکلی‌های بر جا خواهد گذاشت,назари дигар ин аст ки барои иқтисодиёти имрузии тоҷикистон тағйир додани хат мушкилиҳое бар ҷо хоҳад гузошт
این البته مسالۀ مهم است و باید این‌را به نظر گرفت,ин албатта масъалаи муҳим аст ва бояд инро ба назар гирифт
ولی این کار غیر امکان نیست,вале ин кор ғайри имкон нест
کشور هایی از قبیل ایران و شاید کشور‌های عرب هم علاقمند هستند که تاجیکستان به دبیرۀ فارسی بر گردد,кишварҳое аз қабили эрон ва шояд кишварҳои араб ҳам алоқаманд ҳастанд ки тоҷикистон ба дабираи форсӣ бар гардад
