Ҳаводиси рӯзҳои охар дар Эрон тамоми ҷаҳонро ба худ ҷалб намуда	حوادث روزهای آخر در ایران تمام جهان‌را به خود جلب نموده
Вақте як шахс ба шакли маъмулӣ аз ин дабира мехонад ба истилоҳ чашм одат мекунад	وقتی یک شخص به شکل معمولی از این دبیره می‌خواند به اصطلاح چشم عادت می‌کند
Донишмандони рус урупоӣ ва омрикоии адабиёти форс ҳама баладанд бо ин хат нависанду бихонанд дар ҳоле ки тақрибан ҳеч кадоме аз онҳо забони арабӣ номухтаанд	دانشمندان روس اروپایی و آمریکایی ادبیات فارس همه بلدند با این خط نویسند و بخوانند در حالی که تقریباً هیچ کدامی از آن‌ها زبان عربی ناموخته اند
Назари дигар ин аст ки барои иқтисодиёти имрузии Тоҷикистон тағйир додани хат мушкилиҳое бар ҷо хоҳад гузошт	نظر دیگر این است که برای اقتسادیات امروزی تاجیکستان تغییر دادن خط مشکلی‌های بر جا خواهد گذاشت
Ин албатта масъалаи муҳим аст ва бояд инро ба назар гирифт	این البته مسالۀ مهم است و باید این‌را به نظر گرفت
Вале ин кор ғайри имкон нест	ولی این کار غیر امکان نیست
Кишварҳое аз қабили Эрон ва шояд кишварҳои араб ҳам алоқаманд ҳастанд ки Тоҷикистон ба дабираи форсӣ бар гардад	کشور هایی از قبیل ایران و شاید کشور‌های عرب هم علاقمند هستند که تاجیکستان به دبیرۀ فارسی بر گردد
Эрон имруз ҳам ба макотиби Тоҷикистон китобҳои омузиши хати форсиро ба таври ройгон фиристода	ایران امروز هم به مکاتب تاجیکستان کتاب‌های آموزش خط فارسی‌را به طور رایگان فرستاده
Мутмаъинам ки Эрон ҳар қадре ки битвонад кумак хоҳад намуд	مطمانم که ایران هر قدری که بتواند کمک خواهد نمود
Давлатмандони Тоҷикистон бояд инро бештар таҳқиқ намоянд	دولتمندان تاجیکستان باید این‌را بیشتر تحقیق نمایند
Мавзуъи дабира моро ба як масъалаи дардноки дигар низ мекашонад ва ин ҳам масъалаи забон аст	موضوع دبیره ما‌را به یک مسالۀ دردناک دیگری نیز می‌کشاند و این هم مسالۀ زبان ماست
Ҳадаф аз тағйири иҷбории хати сирилик дур намудани мардуми Тоҷикистон аз ҳамзабонон дар Афғонистон ва Эрон буд	هدف از تغییر اجباری خط سیریلیک دور نمودن مردم تاجیکستان از همزبانان در افغانستان و ایران بود
Ҳукумати Шуроҳо достонеро мебофад ки дар асоси он вожаи тоҷикӣ ба миён меояд	حکومت شورا‌ها داستانی‌را می‌بافد که در اساس آن واژۀ تاجیکی به میان می‌آید
Яъне забони тоҷикони Осиёи Миёна забони тоҷикӣ аст ва забони Эрону Афғонистон форсӣ аст	یعنی زبان تاجیکان آسیای میانه زبان تاجیکی است و زبان ایران و افغانستان فارسی است
Вожаи тоҷикӣ то қарни ХХ дар ҳеч ҷойе ба назар намерасад	واژۀ تاجیکی تا قرن در هیچ جایی به نظر نمی رسد
Агар забони мо форсӣ нест пас чист	اگر زبان ما فارسی نیست پس چیست
Забони тоҷикӣ худ чист	زبان تاجیکی خود چیست
Вақте як нафар аз Тоҷикистон яке аз Эрон ва яке аз Афғонистон бо ҳам гуфтугу намоянд магар ба мутарҷим ниёз доранд	وقتی یک نفر از تاجیکستان یکی از ایران و یکی از افغانستان با هم گفتگو می‌نمایند مگر به مترجم نیازی دارند
Дар Қонуни Забони Тоҷикистон оварда буданд ки Забони давлатии Республика Ҷумҳурӣи Совети Шуравӣи Тоҷикистон тоҷикӣ форсӣ аст	در قانون زبان تاجیکستان آورده بودند که زبان دولتی رسپوبلیکا جمهوریی سووتی شورویی سوسیالیستی تاجیکستان زبان تاجیکی فارسی است
Вале дар Қонуни Асосӣ ки соли ба тасвиб расид омада аст	ولی در قانون اساسی که سال به تصویب رسید آمده است
