Сити-оф-Кентерберӣ	سیتی کنتربری
ботир	باتیر
Балтийск	بالتییسک
Монтклэр	مونتکلیر،
Худмухтори Шӯравии Молдова	خودمختار شورایی مولداوی
Шӯравии Чувашистон	شوروی چوواشستان
Шӯравии Доғистон	شوروی داغستان
Ҷумҳурии Мухтори Шӯравии	جمهوری خودمختار شوروی
Литторал	لیتورال
Боргу	بورگو
Коллинес	کالینس
Донга	دونگا
Зу	زو
Атакора	آتاکورا
Куффо	کوفو
Атлантик	آتلانتیک
Оуеме	اومه
Моно	مونو
Канск	کانسک
Костерёво	کوستریوفو
Гулкевичи	گولکویچی
Видное	ویدنویه
Волосово	وولوسوفو
Луга	لوگا،
Ворсма	وورسما
Бутурлиновка	بوتورلینوفکا
Таруса	تاروسا
Картали	کارتالی
Нерехта	نرختا
Солнечногорск	سولنچنوگورسک
Кулебаки	کولباکی
Селтсо	سلتسو
Тотма	توتما
Лисково	لیسکوفو
Далнереченск	دالنرچنسک
Камешково	کامشکوفو
Железноводск	ژلزنووودسک
Черемхово	چرمخوفو
Шадринск	شادرنیسک
Будённовск	بودیونوفسک
Новомичуринск	نوومیچوررینسک
Лабинск	لابینسک
Шаря	شاریا
Гудермес	گودرمس
Изобилний	ایزوبیلنی
Мосалск	موسالسک
Мантурово	مانتروفو
Малоярославетс	مالویاروسلاوتس
Петушки	پتوشکی
Новоаннинский	نووانینسکیی
Шуя	شویا
Севск	سفسک
Чухлома	چوخلوما
Кореновск	کورنوفسک
Краснозаводск	کراسنوزاوودسک
Спас-Деменск	اسپاس-دمنسک
Кинел	کینل
Рилск	ریلسک
Сковородино	اسکووورودینو
Суджа	سودژا
Кораблино	کورابلینو
Бавли	باولی
Николское	نیکولسک،
Ирбит	ایربیت
Новокубанск	نووکوبانسک
Пушино	پوشچینو
Боровск	بوروفسک
Юрга	یورگا
Апшеронск	آبشرونسک
Луза	لوزا
Красавино	کراساوینو
Асбест	آسبست
Бикин	بیکین
Краснознаменск	کراسنوزنامنسک،
Палласовка	پالاسوفکا
Семилуки	سمیلوکی
Сергач	سرگاچ
Чадан	چادان
Кохма	کوخما
Пикалёво	پیکالیوفو
Бологое	بولوگوئه
Киренск	کیرنسک
Лакинск	لاکینسک
Горбатов	گورباتوف
Звенигород	زونیگورود
Короча	کوروچا
Электрогорск	الکتروگورسک
Свободний	اسووبودنی،
Нестеров	نستروف
Ужур	اوژور
Устюжна	اوستیوژنا
Чермоз	چیورموز
Яровое	یارووویه
Ладушкин	لادوشکین
Конаково	کوناکوفو
Ступино	استوپینو
Юхнов	یوخنوف
Агриз	آگریز
Няндома	نیاندوما
Сураж	سوراژ
Людиново	لیودینوفو
Славск	اسلاوسک
Шелехов	شلخوف
Губкин	گوبکین
Мамоново	مامونوفو
Фатеж	فاتژ
Жиздра	ژیزدرا
Струнино	استرونینو
Уст-Илимск	اوست-ایلیمسک
Бокситогорск	بوکسیتوگورسک
Зверево	زوروفو
Истра	ایسترا
Шумиха	شومیخا
Удомля	اودوملیا
Солвичегодск	سولویچگودسک
Черноголовка	چرنوگولوفکا
Демидов	دمیدوف
Нурлат	نورلات
Шахуня	شاخونیا
Дмитриев-Лговский	دیمیترییف
Балабаново	بالابانوفو
Курганинск	کورگانینسک
Судогда	سودوگدا
Зуевка	زویفکا
Луховитси	لوخوویتسی
Мураши	موراشی
Приволжск	پریوولژسک
Лукоянов	لوکویانوف
Витегра	ویتگرا
Богучар	بوگوچال
Броннитси	برونیتسی
Називаевск	نازوایفسک
Грязоветс	گریازووتس
Вичуга	ویچوگا
Исилкул	ایسیلکول
Николаевск	نیکلایفسک
Поворино	پووورینو
Торопетс	توروپتس
Почеп	پوچپ
Воскресенск	ووسکرسنسک
Козелск	کوزلسک
Протвино	پروتوینو
Змеиногорск	زمینوگورسک
Жигулёвск	ژیگولیوفسک
Сухиничи	سوخینیچی
Урюпинск	اوریوپینسک
Лихославл	لیخوسلاول
Нововоронеж	نووورونژ
Бузулук	بوزولوک
Топки	توپکی
Кизилюрт	قزل‌یورت
Ликино-Дулёво	لیکین-دولیوفو
Уст-Кут	اوست-کوت
Навашино	ناواشینو
Клин	کلین
Уст-Катав	اوست-خاتاف
Мензелинск	منزلینسک
Уст-Лабинск	اوست-لابینسک
Шамохӣ	شاماخی
Пучеж	پوچژ
Валуйки	والویکی
Мтсенск	متسنسک
Гвардейск	گواردیسک
Миски	میسکی
Медин	مدین
Уварово	اواروفو،
Волгореченск	وولگورچنسک
Осташков	اوستاشکوف
Киселевск	کیسلفسک
Шали	شالی،
Абинск	آبینسک
Нелидово	نلیدوفو
Рассказово	راسکازوفو
Хотково	خوتکوفو
Волхов	وولخوف
Клинтси	کلینتسی
Литкарино	لیتکارینو
Байкалск	بایکالسک
Североуралск	سورورالسک
Балахна	بالاخنا
Нефтекумск	نفتکومسک
Чекалин	چکالین
Хадиженск	خادیژنسک
Каменск-Шахтинский	کامنسک-شاختینسکیی
Куртамиш	کورتامیش
Слободской	اسلوبودوسکوی
Унеча	اونچا
Мешовск	مشچوفسک
Талдом	تالدوم
Черняховск	چرنیاخوفسک
Кадников	کادنیکوف
Яхрома	یاخروما
Уяр	اویار
Сертолово	سرتولوفو
Дмитров	دیمیتروف
Вихоревка	ویخورفکا
Лобня	لوبنیا
Билибино	بیلیبینو
Катайск	کاتایسک
Ак-Довурак	آک-دوووراک
Подпороже	پودپروژیه
Дедовск	ددوفسک
Строител	استروئیتل
Можайск	موژایسک
Электроугли	الکتروگلی
Гремячинск	گرمیاچینسک
Баймак	بایمک
Харабали	خارابالی
Болотное	بولوتنوئه
Алагир	آلاگیر
Тихвин	تیخوین
Новозибков	نووزیبکوف
Кологрив	کولوگریف
Шагонар	شاگونار
Моршанск	مورشانسک
Менделеевск	مندلیفسک
Нижнеудинск	نیژنئودینسک
Таштагол	تاشتاگول
Уст-Джегута	اوست-دژگوتا
Шенкурск	شنکورسک
Викса	ویکسا
Голитсино	گولیتسینو
Карасук	کاراسوک
Солтси	سولتسی
Ветлуга	وتلوگا
Карачев	کاراچف
Об	اوب
Тейково	تیکوفو
Ивантеевка	ایوانتئفکا
Венёв	ونیوف
Кстово	کستوفو
Тавда	تاودا
Жирновск	ژیرنوفسک
Саянск	سایانسک
Урай	اوورای
Анива	آنیوا
Полевской	پولفسکوی
Свирск	اسویرسک
Урус-Мартан	اوروس-مارتان
Новодвинск	نووودوینسک
Шебекино	شبکینو
Вуктил	ووکتیل
Саяногорск	سایانوگورسک
Любан	لیوبان
Валдай	والدای
Губкинский	گوبکینسکیی
Озёри	اوزیوری
Пересвет	پرسفت
Узловая	اوزلووایا
Велск	ولسک
Коркино	کورکینو
Качканар	کاچکانار
Урен	اورن
Суровикино	سوروویکینو
Калязин	کالیازین
Наровля	نارولیا
Криплгейт	کریپلگیت
нақшбандия	نقشبندیه
Маломатия	ملامتیه
Чиштия	چشتیه
Бектошия	بکتاشیه
қодирия	قادریه
Мавлавия	مولویه
Фридрихсхайн-Кройтсберг	فریدرایشسهاین-کرویتسبرگ
Мартсан-Ҳеллерсдорф	مارتسان-هلرسدورف
Митте	میته،
Нойкёлн	نویکولن
Лихтенберг	لیشتنبرگ
Панков	پانکوو
Шарлоттенбург-Вилмерсдорф	شارلوتنبورگ-ویلمرسدورف
Аврупо	اروپا
Аламут	الموت
ҷанбимадоргон	نیمه‌گرمسیری
Суғд	سغد
Карелия	کارلیا
Курдуфон	کردفان
Осиёи Миёна	آسیای مرکزی
Вахон	واخان
Шарқӣ	شرق
Шарқӣ	شرق
Сиистон	سیستان
Тахористон	تخارستان
Ҳазора	هزاره
Ғарбӣ	غرب
Ҷанубӣ	جنوب
Шимолӣ	شمالی
Осиёи	آسیا
Ҳилоли тиллоӣ	هلال طلایی
Дарвоз	درواز
Вазиристон	وزیرستان
Гвианаи	گویان‌ها
мадоргон	سرزمین‌های
кадим	قدیم
Вест-Индия	هند
Ориёно	آریانا
Турон	توران
Ҷазира	جزیره
Фирийдан	فریدن
Шарқӣ	شرق
Машриқ	مشرق
Паштунистон	پشتونستان
Озарбойҷон	آذربایجان
Шимолӣ	شمال
Ғарбӣ	غرب
Қарабоғи	قره‌باغ
Амрикои Лотинӣ	آمریکای لاتین
Шимолӣ	شمال
Олтой	آلتایی
Красноярск	کراسنویارسک
Перм	پرم
Мурманск	مورمانسک
Белгород	بلگورود
Самара	سامارا
Свердловск	سوردلوفسک
Челябинск	چلیابینسک
Тула	تولا
Ярославл	یاروسلاول
Новосибирск	نووسیبیرسک
Нижегород	نووگورود
Вологда	ولوگدا
Воронеж	ورونژ
Кострома	کوستروما
Калуга	کالوگا
Кемерово	کمروو
Ленинград	لنینگراد
Ростов	روستوف
Маскав	مسکو
Саратов	ساراتوف
Владимир	ولادیمیر
Амур	آمور
Киров	کیروف
Орёл	اریول
Мангғйстау	مانغیستاو
Атйрау	آتیرائو
Қостанай	قوستانای
Қазоқистон	قزاقستان
Қазоқистони Шимолӣ	قزاقستان شمالی
Қазоқистон	قزاقستان
Алматй	الماتی
Қарағандӣ	قراغندی
Ақтобе	آق‌تپه
Жамбйл	ژمبیل
Қазоқистони Ҷанубӣ	استان ترکستان
Қйзйлорда	قیزیل‌اوردا
Павлодар	پاولودار
Ақмола	اکمولا
Академияи Афлотун	آکادمی افلاطون
Ганҷнома	گنج‌نامه
Лашкари Сафолин	لشکر سفالین
Буддаи Бомиён	بودا در بامیان
Курушкада	سایروپولیس
Афросиёб	افراسیاب
Дандон-Ойлиқ	دندان اویلیق
Абусимбал	ابو سمبل
Тоқи Кисро	طاق کسری
