аамм	اعم
ҳазлкаш	هزل کش
ҳазломез	هزل آميز
ҳазм	هضم
ҳазоқат	حذاقت
ҳазор	هزار
ҳазордастон	هزاردستان
ҳазориспанд	هزاراسپند
ҳазорпо	هزارپا
ҳазорсола	هزارساله
ҳазрат	حضرت
ҳай	هي
ҳайатшинос	هيأت شناس
ҳайбат	هيبت
ҳайбатангез	هيبت انگيز
ҳайбатнок	هيبت ناک
ҳайвон	حيوان
ҳайвонӣ	حيواني
ҳайвонмурӣ	حيوان مري
ҳайвонот	حيوانات
ҳайвонотдорӣ	حيوانات داري
ҳайвонотпарварӣ	حيوانات پروري
ҳайвонсират	حيوان سيرت
ҳайвонсифат	حيوان صفت
ҳайдар	حيدر
ҳайдах	هيدخ
ҳайз	حيض
ҳайзбинӣ	حيض بيني
ҳайкал	هيکل
ҳайкалдор	هيکل دار
ҳайкалӣ	هيکلي
ҳайкалсоз	هيکل ساز
ҳайкалсозӣ	هيکل سازي
ҳайкалтарош	هيکل تراش
ҳайкалтарошӣ	هيکل تراشي
ҳайрат	حيرت
ҳайратангез	حيرت انگيز
ҳайратафзо	حيرت افزا
ҳайратбахш	حيرت بخش
ҳайратгаҳ	حيرت گه
ҳайратгоҳ	حيرت گاه
ҳайратзада	حيرت زده
ҳайраткада	حيرت کده
ҳайратнигор	حيرت نگار
ҳайратовар	حيرت آور
ҳайратфизо	حيرت فزا
ҳайрон	حيران
ҳайронӣ	حيراني
ҳайс	حيث
ҳайсият	حيثيت
ҳайф	حيف
ҳайфо	حيفا
ҳайҳот	هيهات
ҳакк	حک
ҳакам	حکم
ҳакамият	حکميت
ҳаким	حکيم
ҳакимона	حکيمانه
ҳаккок	حکاک
ҳаққ	حق
ҳақбин	حق بين
ҳақвар	حق ور
ҳақгузор	حق گذار
ҳақгузорӣ	حق گذاري
ҳақгӯй	حق گوي
ҳақгӯӣ	حق گويي
ҳақдеҳ	حق ده
ҳақдиҳӣ	حق دهي
ҳақдор	حق دار
ҳақдӯст	حق دوست
ҳақиқ	حقيق
ҳақиқат	حقيقت
ҳақиқатан	حقيقتاً
ҳақиқатбин	حقيقت بين
ҳақиқатгӯӣ	حقيقت گويي
ҳақиқатгӯй	حقيقت گوي
ҳақиқатдӯст	حقيقت دوست
ҳақиқатдӯстӣ	حقيقت دوستي
ҳақиқатназар	حقيقت نظر
ҳақиқатнигор	حقيقت نگار
ҳақиқатпардоз	حقيقت پرداز
ҳақиқатҷӯӣ	حقيقت جويي
ҳақиқатҷӯй	حقيقت جوي
ҳақиқатшинос	حقيقت شناس
ҳақиқатшиносӣ	حقيقت شناسي
ҳақиқӣ	حقيقي
ҳақир	حقير
ҳақирӣ	حقيري
ҳақирона	حقيرانه
ҳаққан	حقاً
ҳаққимардумхӯр	حق مردم خور
ҳаққо	حقا
ҳаққоба	حق آبه
ҳаққоният	حقّانيت
ҳаққонӣ	حقاني
ҳаққуззаҳмат	حق الزحمت
ҳаққуламал	حق العمل
ҳаққулқадам	حق القدم
ҳаққулқалам	حق القلم
ҳаққуллоҳ	حق الله
ҳаққулубур	حق العبور
ҳаққуссаҳм	حق السهم
ҳақнашинос	حق نشناس
ҳақнавоз	حق نواز
ҳақногузор	حق ناگذار
ҳақношинос	حق ناشناس
ҳақношиносӣ	حق ناشناسي
ҳақоиқ	حقايق
ҳақоиқпазир	حقايق پذير
ҳақоиқшинос	حقايق شناس
ҳақоиқшунав	حقايق شنو
ҳақорат	حقارت
ҳақоратомез	حقارت آميز
ҳақпараст	حق پرست
ҳақпарастӣ	حق پرستي
ҳақравӣ	حق روي
ҳақталаб	حق طلب
ҳақҷӯ	حق جو
ҳақшинос	حق شناس
ҳақшиносӣ	حق شناسي
ҳалл	حل
ҳалакиш	هلکيش
ҳалапанд	هلپند
ҳалво	حلوا
ҳалвогар	حلوا گر
ҳалвогарӣ	حلوا گري
ҳалвогархона	حلواگرخانه
ҳалвоӣ	حلوا يي
ҳалвомағзӣ	حلوا مغزي
ҳалвопаз	حلواپز
ҳалвопазӣ	حلواپزي
ҳалвотарош	حلواتراش
ҳалвофурӯш	حلوافروش
ҳалвофурӯшӣ	حلوافروشي
ҳалил	هليل
ҳалила	حليله
ҳалим	حليم
ҳалимӣ	حليمي
ҳалимона	حليمانه
ҳалкунанда	حل کننده
ҳалқ	حلق
ҳалқа	حلقه
ҳалқабандӣ	حلقه بندي
ҳалқабагӯш	حلقه بگوش
ҳалқабаргӯш	حلقه برگوش
ҳалқавӣ	حلقوي
ҳалқавор	حلقه وار
ҳалқагӣ	حلقگي
ҳалқадавак	حلقه دوک
ҳалқадавонак	حلقه دوانک
ҳалқадор	حلقه دار
ҳалқамонанд	حلقه مانند
ҳалқанок	حلقه ناک
ҳалқапеч	حلقه پيچ
ҳалқапушт	حلقه پشت
ҳалқашакл	حلقه شکل
ҳалқбин	حلق بين
ҳалқӣ	حلقي
ҳалқум	حلقوم
ҳалқумӣ	حلقومي
ҳаллол	حلال
ҳаллос	هلاس
ҳалоҳин	هلاهين
ҳаллоҷ	حلاج
ҳаллоҷихона	حلاجي خانه
ҳаллоҷӣ	حلاجي
ҳаловат	حلاوت
ҳаловатбахш	حلاوت بخش
ҳалок	هلاک
ҳалокат	هالاکت
ҳалокӣ	هلاکي
ҳалокатангез	هلاکت انگيز
ҳалокатовар	هلاکت آور
ҳалол	حلال
ҳалола	حلاله
ҳалолзода	حلال زاده
ҳалолкор	حلال کار
ҳалолкорӣ	حلال کاري
халолкорона	حلال کارانه
ҳалолӣ	حلالي
ҳалолнамакӣ	حلال نمکي
ҳалоҳил	هلاهل
ҳалпазир	حل پذير
ҳалталаб	حل طلب
ҳалфо	حلفا
ҳалҳала	هلهله
ҳам	هم
ҳамм	هم
ҳама	همه
ҳамабин	همه بين
ҳамабоб	همه باب
ҳамавлод	هم اولاد
ҳамавлодӣ	هم اولادي
ҳамагӣ	همگي
ҳамагон	همگان
ҳамагонӣ	همگاني
ҳамагуна	همه گونه
ҳамадон	همه دان
ҳамакнун	هم اکنون
ҳамакора	همه کاره
ҳамақида	هم عقيده
ҳамандеш	هم انديش
ҳамандешӣ	هم انديشي
ҳамапурсӣ	همه پرسي
ҳамал	حمل
ҳамамоҳа	همه ماهه
ҳамандоза	هم اندازه
ҳамандом	هم اندام
ҳамарз	هم ارز
ҳамарзиш	هم ارزش
ҳамарзишӣ	هم ارزشي
ҳамарзӣ	هم ارزي
ҳамарӯза	همه روزه
ҳамасола	همه ساله
ҳамаср	هم عصر
ҳаматан	همه تن
ҳаматарафа	همه طرفه
ҳамафаҳм	همه فهم
ҳамаҷогард	همه جا گرد
ҳамаҷониба	همه جانبه
ҳамаҷоя	همه جايه
ҳамбазм	هم بزم
ҳамбанд	همبند
ҳамбандӣ	همبندي
ҳамбар	هم بر
ҳамбарӣ	هم بري
ҳамбаста	هم بسته
ҳамбастагӣ	هم بستگي
ҳамбатн	هم بطن
ҳамбистар	هم بستر
ҳамбоз	هم باز
ҳамбозӣ	همبازي
ҳамболин	هم بالين
ҳамболӣ	همبالي
ҳамболо	هم بالا
ҳамболоӣ	همبالايي
ҳамвазн	هم وزن
ҳамватан	هم وطن
ҳамватанӣ	هم وطني
ҳамвилоят	هم ولايت
ҳамвисоқ	هم وثاق
ҳамвор	هموار
ҳамвора	همواره
ҳамворгард	هموارگرد
ҳамворӣ	همواري
ҳамворкӯҳ	هموارکوه
ҳамворсозӣ	هموارسازي
ҳамгавҳар	هم گوهر
ҳамгап	همگپ
ҳамгар	همگر
ҳамгардан	همگردن
ҳамгарӣ	همگري
ҳамгинон	همگينان
ҳамгир	همگير
ҳамгиро	همگيرا
ҳамгироӣ	همگيرايي
ҳамгузар	هم گذر
ҳамгунӣ	همگوني
ҳамгунсозӣ	همگون سازي
ҳамгурӯҳ	هم گروه
ҳамгурӯҳа	همگروهه
ҳамгӯша	هم گوشه
ҳамгӯшт	همگوشت
ҳамд	حمد
ҳамдавра	هم دوره
ҳамдам	همدم
ҳамдамӣ	همدمي
ҳамдард	همدرد
ҳамдардӣ	همدردي
ҳамдардона	همدردانه
ҳамдарс	هم درس
ҳамдарсӣ	هم درسي
ҳамдаст	هم دست
ҳамдастӣ	هم دستي
ҳамдастон	هم دستان
ҳамдеҳа	هم دهه
ҳамдигар	همديگر
ҳамдигарӣ	همديگري
ҳамдигарфаҳмӣ	همديگرفهمي
ҳамдиёр	هم ديار
ҳамдил	همدل
ҳамдилӣ	همدلي
ҳамдин	هم دين
ҳамдомон	همدامان
ҳамдостон	هم داستان
ҳамдостонӣ	هم داستاني
ҳамдуна	حمدونه
ҳамдуруд	هم درود
ҳамдӯкон	هم دوکان
ҳамдӯш	همدوش
ҳамдӯшӣ	همدوشي
ҳаме	همي
ҳамедун	هميدون
ҳамел	حميل
ҳамеша	هميشه
ҳамешабаҳор	هميشه بهار
ҳамешагӣ	هميشگي
ҳамешасабз	هميشه سبز
ҳамешаҳозир	هميشه حاضر
ҳамён	هميان
ҳамёрӣ	همياري
ҳамза	همزه
ҳамзабон	هم زبان
ҳамзабонӣ	هم زباني
ҳамзамон	همزمان
ҳамзистӣ	همزيستي
ҳамзод	همزاد
ҳамзону	همزانو
ҳамзот	همذات
ҳамзӯр	هم زور
ҳамид	حميد
ҳамида	حميده
ҳамим	حميم
ҳамийят	حميت
ҳамин	همين
ҳаминрӯза	همين روزه
ҳаминҷойӣ	همين جايي
ҳаминшаба	همين شبه
ҳамирс	هم ارث
ҳамкасб	هم کسب
ҳамкасбӣ	هم کسبي
ҳамкеш	هم کيش
ҳамкешӣ	هم کيشي
ҳамкиса	هم کيسه
ҳамкитф	هم کتف
ҳамкор	همکار
ҳамкорӣ	همکاري
ҳамкоса	هم کاسه
ҳамкурс	هم کورس
ҳамқабила	هم قبيله
ҳамқавм	هم قوم
ҳамқад	هم قد
ҳамқадам	هم قدم
ҳамқадамӣ	هم قدمي
ҳамқадаҳ	هم قدح
ҳамқалам	هم قلم
ҳамқарин	هم قرين
ҳамқатор	هم قطار
ҳамқирон	هم قران
ҳамқисмат	هم قسمت
ҳамқофия	هم قافيه
ҳамл	حمل
ҳамла	حمله
ҳамлагар	حمله گر
ҳамлаовар	حمله آور
ҳамлафз	هم لفظ
ҳамлахт	هم لخت
ҳамлкунанда	حمل کننده
ҳаммазмун	هم مضمون
ҳаммазҳаб	هم مذهب
ҳаммазҳабӣ	هم مذهبي
ҳаммактаб	هم مکتب
ҳамманзил	هم منزل
ҳаммансаб	هم منصب
ҳаммарз	هم مرز
ҳаммарказ	هم مرکز
ҳаммарказонӣ	هم مرکزاني
ҳаммартаба	هم مرتبه
ҳаммартабагӣ	هم مرتبگي
ҳаммаслак	هم مسلک
ҳаммаслакӣ	هم مسلکي
ҳаммахраҷ	هم مخرج
ҳаммаҳалла	هم محله
ҳаммаҳаллӣ	هم محلي
ҳаммашраб	هم مشرب
ҳаммаъно	هم معنا
ҳаммаъноӣ	هم معنايي
ҳаммеҳан	هم ميهن
ҳаммеҳанӣ	هم ميهني
ҳаммиллат	هم ملت
ҳаммиллатӣ	هم ملتي
ҳаммол	حمال
ҳаммолӣ	حمالي
ҳаммом	حمام
ҳаммомӣ	حمامي
ҳаммомчӣ	حمامچي
ҳаммонанд	هم مانند
ҳаммонандӣ	هم مانندي
ҳаммуаллиф	هم مؤلف
ҳаммуаллифӣ	هم مؤلفي
ҳаммусобиқа	هم مسابقه
ҳамнабард	هم نبرد
ҳамнавард	هم نورد
ҳамнавола	هم نواله
ҳамнаво	هم نوا
ҳамнавоз	همنواز
ҳамнавозӣ	همنوازي
ҳамнавъ	هم نوع
ҳамнавъӣ	هم نوعي
ҳамнажод	هم نژاد
ҳамназар	هم نظر
ҳамнақш	هم نقش
ҳамнамак	هم نمک
ҳамнарх	هم نرخ
ҳамнафас	هم نفس
ҳамниҳод	هم نهاد
ҳамнишаст	هم نشست
ҳамнишин	همنشين
ҳамнишинӣ	همنشيني
ҳамном	همنام
ҳамномӣ	همنامي
ҳамовард	هم آورد
ҳамовез	هم آويز
ҳамово	هم آوا
ҳамовоз	هم آواز
ҳамовозӣ	هم آوازي
ҳамовоӣ	هم آوائي
ҳамоғӯш	هم آغوش
ҳамоғӯшӣ	هم آغوشي
ҳамоил	حمايل
ҳамоиш	همايش
ҳамоӣ	همايي
ҳамоқат	حماقت
ҳамол	همال
ҳамом	حمام
ҳамома	حمامه
ҳамомӯз	هم آموز
ҳамомӯзӣ	هم آموزي
ҳамомезӣ	هم آميزي
ҳамон	همان
ҳамонанд	همانند
ҳамонандӣ	همانندي
ҳамоно	همانا
ҳамонсон	همان سان
ҳамора	هماره
ҳамоса	حماسه
ҳамосавӣ	حماسوي
ҳамосасароӣ	حماسه سرايي
